date,index_code,open,high,low,close,volume,amt
2024-02-05,000905.SH,4527.7091,4598.0608,4281.2399,4460.2635,16595833700.0,143547017412.0
2024-02-06,000300.SH,3185.2498,3314.512,3182.8216,3311.6922,20271309900.0,285042020946.0
2024-02-06,000905.SH,4411.298,4817.1179,4405.3085,4805.9013,17305833500.0,156485198829.0
2024-02-07,000300.SH,3314.0306,3343.6303,3289.6704,3343.6303,21664793300.0,297997664575.0
2024-02-07,000905.SH,4813.9545,5110.8041,4813.2326,5109.5685,22719893400.0,212618286128.0
2024-02-08,000300.SH,3351.4052,3367.2101,3336.9779,3364.9297,18997757800.0,270239765211.00003
2024-02-08,000905.SH,5131.8032,5367.2243,5129.7843,5150.2288,21367612300.0,212255665094.0
2024-02-19,000300.SH,3393.1916,3403.8078,3364.1418,3403.8078,18331980000.0,267674145147.0
2024-02-19,000905.SH,5225.1379,5225.1379,5074.7611,5141.6037,16294989300.0,172805832900.0
2024-02-20,000300.SH,3395.1916,3415.8943,3380.103,3410.8542,14073458100.0,218459281946.0
2024-02-20,000905.SH,5107.5677,5151.7201,5072.8837,5140.9575,12164637900.0,133242205644.0
2024-02-21,000300.SH,3390.3619,3500.1338,3383.6911,3456.8713,18887936200.0,291823544608.0
2024-02-21,000905.SH,5101.4113,5252.8785,5074.8224,5139.0372,15087250100.0,155561259422.0
2024-02-22,000300.SH,3450.3518,3486.6826,3448.4135,3486.6747,14102078400.0,225098128873.0
2024-02-22,000905.SH,5133.5478,5184.6228,5117.6799,5176.3431,11661480600.0,127546517889.0
2024-02-23,000300.SH,3491.3367,3507.5592,3472.968,3489.7416,14482127300.0,232926057114.0
2024-02-23,000905.SH,5190.6466,5197.7115,5118.568,5197.7115,13526500400.0,145442447177.0
2024-02-26,000300.SH,3485.5427,3492.6061,3445.3889,3453.3585,15124833100.0,238951637715.0
2024-02-26,000905.SH,5194.737,5255.3615,5162.9504,5195.4642,14401894400.0,152600869382.0
2024-02-27,000300.SH,3440.0516,3494.7874,3437.4422,3494.7874,13952824600.0,244488721251.0
2024-02-27,000905.SH,5174.8194,5307.8043,5160.8782,5307.8043,13897175100.0,157201596730.0
2024-02-28,000300.SH,3499.8257,3521.6574,3450.2598,3450.2598,18983754800.0,328300591256.0
2024-02-28,000905.SH,5311.4253,5383.3193,5184.0471,5184.0471,20256098500.0,214135426954.0
2024-02-29,000300.SH,3437.8984,3516.0826,3437.8984,3516.0826,15594453200.0,281971899288.0
2024-02-29,000905.SH,5154.1487,5349.7678,5154.1487,5346.7929,16079016500.0,178975999913.0
2024-03-01,000300.SH,3515.0587,3544.3595,3503.459,3537.8038,16270957000.0,288575619225.0
2024-03-01,000905.SH,5350.8566,5387.7839,5321.5587,5379.0482,14229839500.0,171103270101.0
2024-03-04,000300.SH,3538.366,3548.6901,3519.7599,3540.8686,16324461300.0,297719931809.0
2024-03-04,000905.SH,5386.9441,5400.1227,5325.9642,5388.82,14392846900.0,175906403369.0
2024-03-05,000300.SH,3524.9644,3570.6935,3519.0816,3565.5143,16642238900.0,299895929709.0
2024-03-05,000905.SH,5358.2206,5382.9834,5329.9702,5351.8268,14081647900.0,174282675003.0
2024-03-06,000300.SH,3556.5323,3577.3883,3545.1013,3551.0481,14307661300.0,248294165707.0
2024-03-06,000905.SH,5332.8328,5405.4908,5293.9518,5350.1016,12109956400.0,146843351595.0
2024-03-07,000300.SH,3548.1007,3569.9185,3522.8964,3529.7195,14811051000.0,251839533036.0
2024-03-07,000905.SH,5354.3337,5384.6567,5277.2988,5277.2988,13983134200.0,157442183149.0
2024-03-08,000300.SH,3529.5509,3548.5055,3511.577,3544.9099,12579266400.0,225379101014.0
2024-03-08,000905.SH,5282.4077,5361.7104,5268.5296,5349.595,12146797800.0,144003562006.0
2024-03-11,000300.SH,3545.9427,3589.2635,3542.2789,3589.2635,14820282500.0,286418582155.0
2024-03-11,000905.SH,5342.1778,5443.0421,5339.2607,5441.0507,14298173200.0,173588864751.0
2024-03-12,000300.SH,3592.5826,3605.6976,3574.2117,3597.4939,18068556000.0,339997042337.0
2024-03-12,000905.SH,5445.8776,5473.2901,5385.1402,5423.7183,14707253600.0,178848761378.0
2024-03-13,000300.SH,3594.4211,3594.4211,3563.3685,3572.361,14459059000.0,266898756380.0
2024-03-13,000905.SH,5430.0437,5459.3222,5389.5251,5415.1126,12974630100.0,164526330861.0
2024-03-14,000300.SH,3571.7885,3597.46,3545.612,3562.2229,14096272200.0,263803609335.0
2024-03-14,000905.SH,5415.1499,5447.5416,5352.1195,5392.9267,13188735700.0,157337167776.0
2024-03-15,000300.SH,3554.9068,3572.8091,3533.6798,3569.993,13831604400.0,243991558366.0
2024-03-15,000905.SH,5380.019,5456.7336,5357.1797,5454.1463,13640503000.0,158718756617.0
2024-03-18,000300.SH,3577.0564,3604.0519,3573.404,3603.528,16037943800.0,295314840611.0
2024-03-18,000905.SH,5472.3147,5528.447,5459.5453,5528.447,15986263800.0,190794115131.0
2024-03-19,000300.SH,3593.3396,3610.7389,3577.188,3577.6303,14557178600.0,259553448413.0
2024-03-19,000905.SH,5514.55,5533.639,5477.1172,5478.2248,14677724000.0,176661748328.0
2024-03-20,000300.SH,3568.7158,3589.5456,3568.4341,3585.3838,12952896600.0,223752103886.0
2024-03-20,000905.SH,5469.606,5499.2382,5455.7613,5493.414,12627326200.0,157036230422.0
2024-03-21,000300.SH,3593.07,3601.1145,3575.0331,3581.0902,13074337700.0,233162492630.0
2024-03-21,000905.SH,5505.6985,5517.4566,5454.2313,5465.8286,12948945800.0,159252387802.0
2024-03-22,000300.SH,3571.2736,3575.7171,3522.8404,3545.0023,13922735800.0,248850931022.0
2024-03-22,000905.SH,5454.4143,5463.5407,5356.108,5384.5656,13709602900.0,163185963749.0
2024-03-25,000300.SH,3536.7136,3564.9604,3525.7634,3525.7634,13701572400.0,233747256235.0
2024-03-25,000905.SH,5369.7761,5401.5975,5292.6372,5294.7463,13077825400.0,156251665727.0
2024-03-26,000300.SH,3526.6818,3547.6461,3518.6018,3543.7467,12620953500.0,226730734844.0
2024-03-26,000905.SH,5291.5227,5318.8757,5237.8993,5284.4188,11646811200.0,145296216680.0
2024-03-27,000300.SH,3538.7244,3542.9624,3502.7866,3502.7866,12862676300.0,216404726566.0
2024-03-27,000905.SH,5280.7332,5282.6954,5156.684,5156.684,11010714200.0,129828707609.0
2024-03-28,000300.SH,3498.482,3551.2143,3489.3861,3520.9648,14333471700.0,232530806335.0
2024-03-28,000905.SH,5156.4803,5276.6382,5156.4803,5223.806,11631819200.0,140612607112.0
2024-03-29,000300.SH,3516.883,3538.2378,3516.883,3537.4843,12864329000.0,201749384357.0
2024-03-29,000905.SH,5220.5524,5287.0376,5211.1946,5286.1612,10904714900.0,126574031377.0
2024-04-01,000300.SH,3551.5815,3600.9193,3551.5815,3595.6466,16277656100.0,251637272845.0
2024-04-01,000905.SH,5309.8325,5401.7799,5309.8325,5401.2249,13673485400.0,166553105409.0
2024-04-02,000300.SH,3593.2206,3596.1903,3568.7539,3580.6759,14127297200.0,220207515543.0
2024-04-02,000905.SH,5395.4811,5402.1597,5353.3119,5381.2291,13214864200.0,155779915086.0
2024-04-03,000300.SH,3578.6835,3582.4324,3558.874,3567.8031,13559233100.0,214222897580.0
2024-04-03,000905.SH,5373.5021,5386.3422,5350.1601,5374.5954,13362805300.0,154114398166.0
2024-04-08,000300.SH,3553.5554,3567.82,3535.7688,3536.4077,15530428300.0,243249251687.0
2024-04-08,000905.SH,5358.9565,5383.6587,5297.559,5298.5912,14858855900.0,161260958590.0
2024-04-09,000300.SH,3533.3849,3543.7141,3518.8601,3533.4871,12967094200.0,195893525575.0
2024-04-09,000905.SH,5294.4743,5342.8982,5284.9557,5342.8982,11330074500.0,133262737278.0
2024-04-10,000300.SH,3528.9679,3531.2295,3490.0525,3504.7086,12879027400.0,199754768626.0
2024-04-10,000905.SH,5335.7302,5335.7302,5242.863,5275.4727,11790861800.0,132251020974.0
2024-04-11,000300.SH,3485.0294,3520.5893,3484.9252,3504.2447,12653439500.0,200293481886.0
2024-04-11,000905.SH,5244.0544,5353.8091,5240.5101,5301.8094,12774514300.0,141290912857.0
2024-04-12,000300.SH,3505.7499,3516.6988,3470.0611,3475.8389,12892111600.0,208566204703.0
2024-04-12,000905.SH,5307.7225,5336.4477,5270.4618,5277.219,11852493300.0,136145117631.00002
2024-04-15,000300.SH,3473.5047,3552.4125,3473.5047,3549.0759,18394125000.0,267472484531.0
2024-04-15,000905.SH,5270.0415,5376.0484,5219.4286,5339.7223,15921762400.0,169269295712.0
2024-04-16,000300.SH,3533.3636,3545.5034,3503.6158,3511.1146,17615306500.0,253315972272.0
2024-04-16,000905.SH,5309.1005,5346.7615,5184.6535,5191.554,16258397300.0,168778499342.0
2024-04-17,000300.SH,3509.1318,3565.9389,3498.0324,3565.403,16846639800.0,244987812753.0
2024-04-17,000905.SH,5211.2486,5339.7467,5211.2486,5339.7467,14759455200.0,155660732930.0
2024-04-18,000300.SH,3550.5562,3602.7902,3547.5996,3569.8018,17857410500.0,261329927268.0
2024-04-18,000905.SH,5317.7986,5410.6963,5299.2288,5349.8361,15349768200.0,167338860159.0
2024-04-19,000300.SH,3550.6087,3560.9492,3529.3237,3541.6619,14728150500.0,226229520121.0
2024-04-19,000905.SH,5322.3588,5369.9543,5292.0162,5314.8667,14213421600.0,156010347136.0
2024-04-22,000300.SH,3536.1844,3558.1642,3528.0186,3530.9045,15057904200.0,229511183118.0
2024-04-22,000905.SH,5289.4066,5340.6307,5264.1859,5267.5811,13526688200.0,150190436488.0
2024-04-23,000300.SH,3525.6681,3533.7584,3499.9838,3506.2249,14311350400.0,213257232211.0
2024-04-23,000905.SH,5257.766,5280.0593,5196.955,5208.2712,12580112000.0,139018868110.0
2024-04-24,000300.SH,3514.0108,3524.537,3495.6494,3521.6219,12173985100.0,195299919746.0
2024-04-24,000905.SH,5210.1831,5263.0391,5183.7005,5263.0391,11729722000.0,139471094807.0
2024-04-25,000300.SH,3510.6396,3543.9699,3505.1999,3530.2813,11518772200.0,184524622001.0
2024-04-25,000905.SH,5240.4817,5297.1627,5229.8248,5259.3354,11083392900.0,127544603285.0
2024-04-26,000300.SH,3531.9647,3588.4003,3531.9647,3584.2686,19721613300.0,308045062251.0
2024-04-26,000905.SH,5258.3847,5379.6707,5258.3847,5372.1209,17377770100.0,193788859192.0
2024-04-29,000300.SH,3584.5427,3645.8229,3578.7597,3623.9124,22272138100.0,358709708838.0
2024-04-29,000905.SH,5371.2122,5488.2776,5371.2122,5478.4908,19093605500.0,212148850247.0
2024-04-30,000300.SH,3619.2586,3630.7092,3604.3943,3604.3943,19129689900.0,286674161758.0
2024-04-30,000905.SH,5471.1676,5478.0353,5436.5752,5441.1411,16279734400.0,175143689576.0
2024-05-06,000300.SH,3654.0485,3668.2565,3645.738,3657.8767,20801800700.0,333270472130.0
2024-05-06,000905.SH,5498.4442,5535.9488,5496.9071,5528.6036,16579162600.0,187906843862.0
2024-05-07,000300.SH,3657.0007,3665.684,3648.376,3659.0076,16483428600.0,247368347983.0
2024-05-07,000905.SH,5532.323,5543.1251,5507.5008,5527.0847,13653540200.0,162155744860.0
2024-05-08,000300.SH,3650.7484,3650.9355,3628.6984,3630.2233,13003533600.0,199923460350.0
2024-05-08,000905.SH,5516.4477,5516.4477,5454.8735,5458.7559,12395562100.0,139472996786.0
2024-05-09,000300.SH,3630.4142,3669.7593,3630.4142,3664.561,14655901700.0,232694927941.0
2024-05-09,000905.SH,5461.36,5568.7324,5461.36,5556.7712,13112123000.0,153999870752.0
2024-05-10,000300.SH,3669.0869,3674.6088,3641.7639,3666.2771,15072053600.0,233730562075.0
2024-05-10,000905.SH,5562.1931,5570.5652,5497.4972,5535.3954,12868803000.0,144026969941.0
2024-05-13,000300.SH,3646.3491,3673.6211,3634.6049,3664.6907,15726745500.0,249688465073.0
2024-05-13,000905.SH,5503.1286,5527.2001,5462.5075,5505.2595,13162758800.0,146159918962.0
2024-05-14,000300.SH,3668.2254,3675.776,3646.7092,3657.0454,13340649000.0,214643548214.0
2024-05-14,000905.SH,5508.4663,5538.7434,5484.964,5500.7379,11899439900.0,132592062466.0
2024-05-15,000300.SH,3651.0536,3656.5277,3624.002,3626.0559,12352276400.0,191480969435.0
2024-05-15,000905.SH,5495.5571,5497.0842,5441.3548,5446.6557,11012498900.0,121525793558.0
2024-05-16,000300.SH,3636.6007,3657.4831,3626.334,3640.3592,15463050300.0,240288953464.0
2024-05-16,000905.SH,5461.1077,5475.3735,5408.1251,5424.6652,12210811900.0,133148761562.0
2024-05-17,000300.SH,3638.5613,3677.9696,3627.447,3677.9696,16457041700.0,247729525192.0
2024-05-17,000905.SH,5418.6575,5493.2007,5409.7047,5491.8944,12691616800.0,139244609265.0
2024-05-20,000300.SH,3682.0615,3703.0287,3677.4426,3690.9623,18460942300.0,279971341520.0
2024-05-20,000905.SH,5496.7904,5536.662,5484.358,5523.5013,14497144800.0,163572079873.0
2024-05-21,000300.SH,3682.2868,3684.6106,3665.1524,3676.1611,13067828300.0,196575354878.0
2024-05-21,000905.SH,5511.4838,5513.4235,5460.975,5478.9131,10869119200.0,123832374659.0
2024-05-22,000300.SH,3675.6471,3691.8804,3667.0885,3684.451,15191460500.0,230839373505.0
2024-05-22,000905.SH,5472.0098,5486.3049,5455.0766,5468.6068,11305778200.0,126572719199.0
2024-05-23,000300.SH,3672.8403,3674.3654,3633.5051,3641.7917,14257299000.0,214205039031.0
2024-05-23,000905.SH,5448.9403,5448.9403,5352.3934,5362.3053,12665756900.0,135749197020.00002
2024-05-24,000300.SH,3630.827,3650.8734,3599.6678,3601.4754,12479117700.0,195344742156.0
2024-05-24,000905.SH,5348.51,5400.1594,5311.4888,5313.4546,10656417500.0,117396142025.0
2024-05-27,000300.SH,3606.645,3638.1514,3603.7131,3635.7079,13127264400.0,206143742536.0
2024-05-27,000905.SH,5325.8508,5373.1116,5284.5055,5371.3693,11564322900.0,124785634505.0
2024-05-28,000300.SH,3633.2535,3638.9703,3605.9213,3609.1724,12353223800.0,184381267979.0
2024-05-28,000905.SH,5363.33,5365.473,5310.3183,5316.1286,11096537300.0,120979080988.0
2024-05-29,000300.SH,3609.0708,3633.1971,3602.8198,3613.5223,11590632100.0,179072813278.0
2024-05-29,000905.SH,5308.593,5361.744,5305.9631,5328.3064,10436126700.0,112762595772.0
2024-05-30,000300.SH,3607.0522,3624.0352,3586.7543,3594.3121,12260299500.0,193069647051.0
2024-05-30,000905.SH,5316.3983,5349.688,5296.4925,5308.66,10735018700.0,114757614217.0
2024-05-31,000300.SH,3599.8196,3614.6439,3579.9247,3579.9247,11246201900.0,180707602932.0
2024-05-31,000905.SH,5310.7218,5357.021,5308.5403,5308.5403,10415114700.0,113019704335.0
2024-06-03,000300.SH,3577.3798,3600.6044,3567.8713,3588.7483,14105459100.0,222756928174.0
2024-06-03,000905.SH,5300.7869,5316.3352,5232.688,5274.0687,12696851500.0,129543758978.0
2024-06-04,000300.SH,3583.8104,3622.5012,3580.2771,3615.6714,12454509600.0,195790966234.0
2024-06-04,000905.SH,5263.2256,5352.2839,5247.5837,5341.9496,10808314400.0,117835610769.0
2024-06-05,000300.SH,3610.3601,3623.3232,3594.1056,3594.7936,11090676600.0,182639598875.0
2024-06-05,000905.SH,5328.8678,5347.4297,5277.9405,5277.9405,10579275700.0,111608396273.0
2024-06-06,000300.SH,3602.1554,3625.0109,3584.171,3592.2454,13789351700.0,226764072639.0
2024-06-06,000905.SH,5291.5208,5305.878,5213.6618,5228.8002,13336823100.0,135739981470.0
2024-06-07,000300.SH,3594.6335,3603.0698,3552.0853,3574.1143,13110302600.0,213001530098.0
2024-06-07,000905.SH,5247.1462,5258.818,5172.0505,5208.9798,11352747800.0,118553769519.0
2024-06-11,000300.SH,3555.8186,3565.3113,3525.8945,3542.8771,13452230600.0,219282337214.0
2024-06-11,000905.SH,5182.4129,5232.8495,5159.334,5217.4702,11643711600.0,119660626659.0
2024-06-12,000300.SH,3539.0947,3551.1706,3531.5657,3544.1225,12281372900.0,200722600631.0
2024-06-12,000905.SH,5209.1344,5245.9909,5205.5716,5232.9534,10306556900.0,111341271704.0
2024-06-13,000300.SH,3548.2162,3551.0771,3520.1802,3526.1306,12324546200.0,214792338449.0
2024-06-13,000905.SH,5231.9096,5233.7954,5182.7423,5194.59,11823276400.0,123194241679.0
2024-06-14,000300.SH,3514.7998,3547.1473,3503.5233,3541.5331,17151694200.0,283768816845.0
2024-06-14,000905.SH,5180.2887,5235.8781,5163.384,5213.0927,13399862000.0,146009261401.0
2024-06-17,000300.SH,3521.4365,3540.7932,3520.7381,3536.1986,13743343800.0,232293851894.0
2024-06-17,000905.SH,5189.284,5223.5894,5184.5987,5207.128,10797066400.0,135704407617.00002
2024-06-18,000300.SH,3533.4875,3551.7085,3532.7845,3545.5902,12367183800.0,208824124156.0
2024-06-18,000905.SH,5207.9777,5243.5867,5204.9707,5230.8913,9409090300.0,120391272834.0
2024-06-19,000300.SH,3543.3599,3543.3599,3524.8449,3528.749,10664279700.0,184790298729.0
2024-06-19,000905.SH,5235.4758,5236.3018,5168.8204,5168.8204,8784959000.0,111740529823.0
2024-06-20,000300.SH,3525.1687,3533.9865,3500.131,3503.2817,11161739600.0,186515776575.0
2024-06-20,000905.SH,5162.1609,5184.747,5092.2867,5094.5653,9560900300.0,113062777427.0
2024-06-21,000300.SH,3496.3428,3505.5123,3473.8283,3495.6198,10918661500.0,182736735067.0
2024-06-21,000905.SH,5079.9226,5128.1378,5071.6547,5102.3292,8383890700.0,98090349439.0
2024-06-24,000300.SH,3473.6392,3505.7752,3471.2164,3476.8102,11799018400.0,195787549314.0
2024-06-24,000905.SH,5072.8028,5078.955,4986.7679,4992.9097,10018664600.0,113108464982.0
2024-06-25,000300.SH,3475.1648,3483.2189,3440.6464,3457.9023,11844811800.0,190886336762.0
2024-06-25,000905.SH,4989.0713,5007.3355,4918.0393,4948.6343,9163677900.0,104683752506.0
2024-06-26,000300.SH,3451.5389,3487.3964,3442.2982,3480.2648,10589886100.0,171538111702.0
2024-06-26,000905.SH,4942.1652,5024.7679,4915.6644,5020.4318,9339462100.0,102152255030.0
2024-06-27,000300.SH,3467.2888,3471.1423,3452.5775,3454.1175,11491810100.0,174112508796.0
2024-06-27,000905.SH,4998.9936,5000.1752,4925.1601,4928.0514,8853718700.0,97364975399.0
2024-06-28,000300.SH,3443.6744,3484.678,3443.6744,3461.657,13540915300.0,205118806812.0
2024-06-28,000905.SH,4914.6693,5003.4091,4914.5467,4942.7817,10630834200.0,114743251799.0
